,2*spin,3*charge,PythiaId,id,lifetime*c/mm,mass/GeV,max_Dm/GeV,name,width/GeV
0,8,3,0,329,0.0000000e+00,2.0450000e+00,2.0000000e-01,K_4*+,1.9800000e-01
1,2,0,110553,110553,0.0000000e+00,1.0255000e+01,0.0000000e+00,h_b(2P),0.0000000e+00
2,1,-1,5,5,0.0000000e+00,5.0000000e+00,0.0000000e+00,b,0.0000000e+00
3,1,0,-12,-12,0.0000000e+00,0.0000000e+00,0.0000000e+00,anti-nu_e,0.0000000e+00
4,4,0,425,425,0.0000000e+00,2.4626000e+00,3.0900000e-01,D_2*0,4.9000000e-02
5,2,0,553,553,0.0000000e+00,9.4603000e+00,5.0000000e-04,Upsilon,5.4020000e-05
6,2,0,-20513,-20513,0.0000000e+00,5.7570000e+00,2.0000000e-01,anti-B'_10,2.5027080e-01
7,0,0,-311,-311,0.0000000e+00,4.9761400e-01,0.0000000e+00,anti-K0,0.0000000e+00
8,1,0,0,13122,0.0000000e+00,1.4051000e+00,7.0000000e-02,Lambda(1405)0,5.0500000e-02
9,2,3,323,323,0.0000000e+00,8.9166000e-01,2.3000000e-01,K*+,5.0800000e-02
10,1,3,-11,-11,0.0000000e+00,5.1099893e-04,0.0000000e+00,e+,0.0000000e+00
11,0,0,0,510,4.5718350e-01,5.2795300e+00,0.0000000e+00,B0H,0.0000000e+00
12,4,-3,-325,-325,0.0000000e+00,1.4256000e+00,7.0000000e-01,K_2*-,9.8500000e-02
13,2,0,20513,20513,0.0000000e+00,5.7570000e+00,2.0000000e-01,B'_10,2.5027080e-01
14,0,-3,-321,-321,3.7114306e+03,4.9367700e-01,0.0000000e+00,K-,0.0000000e+00
15,4,0,110555,110555,0.0000000e+00,1.0441000e+01,0.0000000e+00,eta_b2(2D),0.0000000e+00
16,2,0,0,100313,0.0000000e+00,1.4140000e+00,6.0000000e-01,K'*0,2.3200000e-01
17,2,0,10533,10533,0.0000000e+00,5.8310000e+00,1.0000000e-02,B_s10,3.9891649e-02
18,0,0,310,310,2.6840419e+01,4.9761400e-01,0.0000000e+00,K_S0,0.0000000e+00
19,2,0,130553,130553,0.0000000e+00,1.0434900e+01,0.0000000e+00,Upsilon_1(2D),0.0000000e+00
20,0,-3,-10521,-10521,0.0000000e+00,5.7380000e+00,2.0000000e-01,B_0*-,1.4993444e-01
21,2,0,20423,20423,0.0000000e+00,2.4450000e+00,3.0000000e-01,D'_10,2.5027080e-01
22,0,3,521,521,4.9106005e-01,5.2792600e+00,0.0000000e+00,B+,0.0000000e+00
23,0,3,10521,10521,0.0000000e+00,5.7380000e+00,2.0000000e-01,B_0*+,1.4993444e-01
24,3,-3,5114,5114,0.0000000e+00,5.8351000e+00,0.0000000e+00,Sigma_b*-,7.5000000e-03
25,1,0,0,-13122,0.0000000e+00,1.4051000e+00,7.0000000e-02,anti-Lambda(1405)0,5.0500000e-02
26,2,0,-10533,-10533,0.0000000e+00,5.8310000e+00,1.0000000e-02,anti-B_s10,3.9891649e-02
27,0,0,0,150,4.5718350e-01,5.2795300e+00,0.0000000e+00,B0L,0.0000000e+00
28,0,0,-10511,-10511,0.0000000e+00,5.7380000e+00,2.0000000e-01,anti-B_0*0,1.4993444e-01
29,1,0,0,-13212,0.0000000e+00,1.6600000e+00,4.0000000e-01,anti-Sigma(1660)0,1.0000000e-01
30,1,0,5232,5232,4.2570529e-01,5.7931000e+00,0.0000000e+00,Xi_b0,0.0000000e+00
31,4,-3,-415,-415,0.0000000e+00,2.4643000e+00,3.1200000e-01,D_2*-,3.7000000e-02
32,2,-3,-10213,-10213,0.0000000e+00,1.2295000e+00,2.5000000e-01,b_1-,1.4200000e-01
33,2,0,313,313,0.0000000e+00,8.9581000e-01,2.3000000e-01,K*0,4.7400000e-02
34,2,0,0,-100313,0.0000000e+00,1.4140000e+00,6.0000000e-01,anti-K'*0,2.3200000e-01
35,1,0,0,-23122,0.0000000e+00,1.6000000e+00,2.5000000e-01,anti-Lambda(1600)0,1.5000000e-01
36,2,3,20523,20523,0.0000000e+00,5.7570000e+00,2.0000000e-01,B'_1+,2.5027080e-01
37,1,-3,15,15,8.7119688e-02,1.7768200e+00,0.0000000e+00,tau-,0.0000000e+00
38,2,0,20333,20333,0.0000000e+00,1.4264000e+00,1.0000000e-01,f'_1,5.4900000e-02
39,0,-3,0,-100411,0.0000000e+00,2.5800000e+00,0.0000000e+00,D(2S)-,0.0000000e+00
40,4,-3,-435,-435,0.0000000e+00,2.5719000e+00,6.0000000e-02,D_s2*-,1.7000000e-02
41,1,0,2112,2112,2.6552618e+14,9.3956538e-01,0.0000000e+00,n0,0.0000000e+00
42,3,3,-3314,-3314,0.0000000e+00,1.5350000e+00,5.0000000e-02,anti-Xi*+,9.9000000e-03
43,2,-3,-413,-413,0.0000000e+00,2.0102600e+00,4.0000000e-04,D*-,8.3400000e-05
44,2,3,20213,20213,0.0000000e+00,1.2300000e+00,6.0000000e-01,a_1+,4.2000000e-01
45,2,3,413,413,0.0000000e+00,2.0102600e+00,4.0000000e-04,D*+,8.3400000e-05
46,0,0,82,82,0.0000000e+00,0.0000000e+00,0.0000000e+00,rndmflav,0.0000000e+00
47,2,-4,-2203,-2203,0.0000000e+00,0.0000000e+00,0.0000000e+00,anti-uu_1,0.0000000e+00
48,1,-2,-4,-4,0.0000000e+00,1.3500000e+00,0.0000000e+00,anti-c,0.0000000e+00
49,2,0,0,9000553,0.0000000e+00,1.0876000e+01,1.6500000e+00,Upsilon(5S),5.5000000e-02
50,1,6,4422,4422,1.0000000e-01,3.5979800e+00,0.0000000e+00,Xi_cc++,0.0000000e+00
51,0,-3,-541,-541,1.3490661e-01,6.2756000e+00,0.0000000e+00,B_c-,0.0000000e+00
52,3,3,-3114,-3114,0.0000000e+00,1.3872000e+00,4.0000000e-02,anti-Sigma*+,3.9400000e-02
53,0,1,0,-87,0.0000000e+00,4.0000000e+02,0.0000000e+00,anti-b'-hadron,0.0000000e+00
54,2,0,30553,30553,0.0000000e+00,1.0163700e+01,0.0000000e+00,Upsilon_1(1D),0.0000000e+00
55,0,0,100441,100441,0.0000000e+00,3.6394000e+00,2.0000000e-02,eta_c(2S),1.1300000e-02
56,3,-3,-2214,-2214,0.0000000e+00,1.2320000e+00,1.4000000e-01,anti-Delta-,1.1700000e-01
57,0,0,-10421,-10421,0.0000000e+00,2.3180000e+00,2.9900000e-01,anti-D_0*0,2.6700000e-01
58,1,0,-18,-18,0.0000000e+00,0.0000000e+00,0.0000000e+00,anti-nu_L,0.0000000e+00
59,5,0,0,13126,0.0000000e+00,1.8300000e+00,4.8000000e-01,Lambda(1830)0,9.5000000e-02
60,1,0,3122,3122,7.8875396e+01,1.1156830e+00,0.0000000e+00,Lambda0,0.0000000e+00
61,2,4,2203,2203,0.0000000e+00,0.0000000e+00,0.0000000e+00,uu_1,0.0000000e+00
62,2,0,0,9010443,0.0000000e+00,4.1910000e+00,1.5000000e-01,psi(4160),7.0000000e-02
63,1,0,5322,5322,0.0000000e+00,5.9600000e+00,1.0000000e-04,Xi'_b0,6.5821220e-06
64,0,-1,0,87,0.0000000e+00,4.0000000e+02,0.0000000e+00,b'-hadron,0.0000000e+00
65,3,-3,3334,3334,2.4612961e+01,1.6724500e+00,0.0000000e+00,Omega-,0.0000000e+00
66,2,0,10513,10513,0.0000000e+00,5.7320000e+00,2.0000000e-01,B_10,3.9891649e-02
67,2,-1,-2103,-2103,0.0000000e+00,0.0000000e+00,0.0000000e+00,anti-ud_1,0.0000000e+00
68,0,2,0,86,0.0000000e+00,1.7500000e+02,0.0000000e+00,t-hadron,0.0000000e+00
69,0,-2,0,-86,0.0000000e+00,1.7500000e+02,0.0000000e+00,anti-t-hadron,0.0000000e+00
70,1,0,-3212,-3212,0.0000000e+00,1.1926420e+00,1.3000000e-04,anti-Sigma0,8.9000000e-06
71,2,-3,-20523,-20523,0.0000000e+00,5.7570000e+00,2.0000000e-01,B'_1-,2.5027080e-01
72,1,3,0,14122,0.0000000e+00,2.5922500e+00,5.4000000e-02,Lambda_c(2593)+,2.6000000e-03
73,5,0,0,-3126,0.0000000e+00,1.8200000e+00,4.0000000e-01,anti-Lambda(1820)0,8.0000000e-02
74,1,3,4432,4432,1.0000000e-01,3.7866300e+00,0.0000000e+00,Omega_cc+,0.0000000e+00
75,3,-6,-2224,-2224,0.0000000e+00,1.2320000e+00,1.4000000e-01,anti-Delta--,1.1700000e-01
76,4,0,515,515,0.0000000e+00,5.7430000e+00,2.0000000e-01,B_2*0,2.3000000e-02
77,2,0,20313,20313,0.0000000e+00,1.4030000e+00,4.0000000e-01,K'_10,1.7400000e-01
78,0,0,0,9000221,0.0000000e+00,4.7500000e-01,4.7800000e-01,sigma_0,5.5000000e-01
79,3,-6,-4424,-4424,0.0000000e+00,3.6564800e+00,0.0000000e+00,anti-Xi_cc*--,0.0000000e+00
80,2,0,-10423,-10423,0.0000000e+00,2.4214000e+00,2.7200000e-01,anti-D_10,2.7400000e-02
81,1,-3,0,-14122,0.0000000e+00,2.5922500e+00,5.4000000e-02,anti-Lambda_c(2593)-,2.6000000e-03
82,2,-3,-10523,-10523,0.0000000e+00,5.7320000e+00,2.0000000e-01,B_1-,3.9891649e-02
83,1,-3,-4412,-4412,1.0000000e-01,3.5979800e+00,0.0000000e+00,anti-Xi_cc-,0.0000000e+00
84,0,-3,-431,-431,1.4989623e-01,1.9683000e+00,0.0000000e+00,D_s-,0.0000000e+00
85,1,-3,-4122,-4122,5.9958492e-02,2.2864600e+00,0.0000000e+00,anti-Lambda_c-,0.0000000e+00
86,1,3,4412,4412,1.0000000e-01,3.5979800e+00,0.0000000e+00,Xi_cc+,0.0000000e+00
87,2,3,10523,10523,0.0000000e+00,5.7320000e+00,2.0000000e-01,B_1+,3.9891649e-02
88,0,-3,-10411,-10411,0.0000000e+00,2.3180000e+00,3.0300000e-01,D_0*-,2.6700000e-01
89,1,-6,-4422,-4422,1.0000000e-01,3.5979800e+00,0.0000000e+00,anti-Xi_cc--,0.0000000e+00
90,3,3,-5114,-5114,0.0000000e+00,5.8351000e+00,0.0000000e+00,anti-Sigma_b*+,7.5000000e-03
91,4,0,200555,200555,0.0000000e+00,1.0526400e+01,0.0000000e+00,chi_b2(3P),0.0000000e+00
92,2,-3,0,-30323,0.0000000e+00,1.7170000e+00,7.0000000e-01,K''*-,3.2200000e-01
93,2,0,0,10022,0.0000000e+00,0.0000000e+00,0.0000000e+00,vpho,0.0000000e+00
94,8,-3,0,-329,0.0000000e+00,2.0450000e+00,2.0000000e-01,K_4*-,1.9800000e-01
95,0,0,130,130,1.5337382e+04,4.9761400e-01,0.0000000e+00,K_L0,0.0000000e+00
96,0,0,0,200551,0.0000000e+00,1.0335000e+01,0.0000000e+00,eta_b(3S),0.0000000e+00
97,2,3,0,30323,0.0000000e+00,1.7170000e+00,7.0000000e-01,K''*+,3.2200000e-01
98,1,0,0,43122,0.0000000e+00,1.8000000e+00,4.5000000e-01,Lambda(1800)0,3.0000000e-01
99,1,0,0,-43122,0.0000000e+00,1.8000000e+00,4.5000000e-01,anti-Lambda(1800)0,3.0000000e-01
100,2,0,10313,10313,0.0000000e+00,1.2720000e+00,2.0000000e-01,K_10,9.0000000e-02
101,2,-3,0,-100413,0.0000000e+00,2.6400000e+00,0.0000000e+00,D*(2S)-,0.0000000e+00
102,0,0,98,98,0.0000000e+00,0.0000000e+00,0.0000000e+00,CELLjet,0.0000000e+00
103,4,-3,-545,-545,0.0000000e+00,7.3500000e+00,6.0000000e-02,B_c2*-,0.0000000e+00
104,0,0,10311,10311,0.0000000e+00,1.4250000e+00,6.0000000e-01,K_0*0,2.7000000e-01
105,0,-3,-10431,-10431,0.0000000e+00,2.3177000e+00,1.0000000e-02,D_s0*-,1.0000033e-03
106,2,0,210553,210553,0.0000000e+00,1.0516000e+01,0.0000000e+00,h_b(3P),0.0000000e+00
107,1,3,4122,4122,5.9958492e-02,2.2864600e+00,0.0000000e+00,Lambda_c+,0.0000000e+00
108,1,0,4132,4132,3.3576755e-02,2.4708800e+00,0.0000000e+00,Xi_c0,0.0000000e+00
109,0,3,10431,10431,0.0000000e+00,2.3177000e+00,1.0000000e-02,D_s0*+,1.0000033e-03
110,0,0,88,88,0.0000000e+00,0.0000000e+00,0.0000000e+00,junction,0.0000000e+00
111,2,-3,-20323,-20323,0.0000000e+00,1.4030000e+00,4.0000000e-01,K'_1-,1.7400000e-01
112,4,0,9910445,9910445,0.0000000e+00,3.8722000e+00,2.9000000e-03,X_2(3872),3.1700598e-04
113,0,3,321,321,3.7114306e+03,4.9367700e-01,0.0000000e+00,K+,0.0000000e+00
114,3,-3,-4414,-4414,0.0000000e+00,3.6564800e+00,0.0000000e+00,anti-Xi_cc*-,0.0000000e+00
115,1,-1,3,3,0.0000000e+00,1.9900000e-01,0.0000000e+00,s,0.0000000e+00
116,2,3,0,100413,0.0000000e+00,2.6400000e+00,0.0000000e+00,D*(2S)+,0.0000000e+00
117,2,3,433,433,0.0000000e+00,2.1121000e+00,1.0000000e-04,D_s*+,6.5821023e-06
118,3,0,-4334,-4334,0.0000000e+00,2.7659000e+00,0.0000000e+00,anti-Omega_c*0,0.0000000e+00
119,0,3,10411,10411,0.0000000e+00,2.3180000e+00,3.0300000e-01,D_0*+,2.6700000e-01
120,1,-3,-2212,-2212,0.0000000e+00,9.3827205e-01,0.0000000e+00,anti-p-,0.0000000e+00
121,2,2,-5103,-5103,0.0000000e+00,0.0000000e+00,0.0000000e+00,anti-bd_1,0.0000000e+00
122,2,0,10553,10553,0.0000000e+00,9.8993000e+00,0.0000000e+00,h_b,0.0000000e+00
123,5,0,0,-13126,0.0000000e+00,1.8300000e+00,4.8000000e-01,anti-Lambda(1830)0,9.5000000e-02
124,1,-2,-2,-2,0.0000000e+00,5.6000000e-03,0.0000000e+00,anti-u,0.0000000e+00
125,1,3,-13,-13,6.5864973e+05,1.0565837e-01,0.0000000e+00,mu+,0.0000000e+00
126,0,1,5401,5401,0.0000000e+00,0.0000000e+00,0.0000000e+00,bc_0,0.0000000e+00
127,0,6,0,1000020040,0.0000000e+00,3.7274170e+00,0.0000000e+00,alpha,0.0000000e+00
128,3,-3,3114,3114,0.0000000e+00,1.3872000e+00,4.0000000e-02,Sigma*-,3.9400000e-02
129,2,0,0,30313,0.0000000e+00,1.7170000e+00,7.0000000e-01,K''*0,3.2200000e-01
130,2,-3,-523,-523,0.0000000e+00,5.3252000e+00,1.0000000e-04,B*-,6.5819970e-06
131,0,0,83,83,0.0000000e+00,1.0000000e+00,0.0000000e+00,phasespa,0.0000000e+00
132,2,0,10113,10113,0.0000000e+00,1.2295000e+00,2.5000000e-01,b_10,1.4200000e-01
133,0,3,411,411,3.1178416e-01,1.8696100e+00,0.0000000e+00,D+,0.0000000e+00
134,0,-1,85,85,3.8699999e-01,5.0000000e+00,0.0000000e+00,b-hadron,0.0000000e+00
135,3,0,-5324,-5324,0.0000000e+00,5.9700000e+00,0.0000000e+00,anti-Xi_b*0,0.0000000e+00
136,2,0,220553,220553,0.0000000e+00,1.0516000e+01,0.0000000e+00,chi_b1(3P),0.0000000e+00
137,2,0,0,100423,0.0000000e+00,2.6400000e+00,0.0000000e+00,D*(2S)0,0.0000000e+00
138,2,0,-423,-423,0.0000000e+00,2.0069600e+00,3.0000000e-04,anti-D*0,6.5821023e-06
139,1,0,0,53122,0.0000000e+00,1.8100000e+00,4.6000000e-01,Lambda(1810)0,1.5000000e-01
140,2,0,113,113,0.0000000e+00,7.7526000e-01,4.8000000e-01,rho0,1.4910000e-01
141,2,0,-513,-513,0.0000000e+00,5.3252000e+00,1.0000000e-04,anti-B*0,6.5819970e-06
142,0,-3,-211,-211,7.8044971e+03,1.3957018e-01,0.0000000e+00,pi-,0.0000000e+00
143,2,0,-20533,-20533,0.0000000e+00,5.8590000e+00,2.0000000e-02,anti-B'_s10,2.5027080e-01
144,2,0,10223,10223,0.0000000e+00,1.1700000e+00,2.0000000e-01,h_1,3.6000000e-01
145,0,0,0,480000000,0.0000000e+00,0.0000000e+00,0.0000000e+00,geantino,0.0000000e+00
146,0,0,93,93,0.0000000e+00,0.0000000e+00,0.0000000e+00,indep,0.0000000e+00
147,2,0,0,20022,0.0000000e+00,0.0000000e+00,0.0000000e+00,Cerenkov,0.0000000e+00
148,3,0,-3214,-3214,0.0000000e+00,1.3837000e+00,3.5000000e-02,anti-Sigma*0,3.6000000e-02
149,2,0,20113,20113,0.0000000e+00,1.2300000e+00,6.0000000e-01,a_10,4.2000000e-01
150,0,3,37,37,0.0000000e+00,3.1000000e+02,0.0000000e+00,Higgs+,7.0022575e+00
151,3,0,3214,3214,0.0000000e+00,1.3837000e+00,3.5000000e-02,Sigma*0,3.6000000e-02
152,3,3,4414,4414,0.0000000e+00,3.6564800e+00,0.0000000e+00,Xi_cc*+,0.0000000e+00
153,4,0,335,335,0.0000000e+00,1.5250000e+00,2.0000000e-01,f'_2,7.3000000e-02
154,1,-3,5132,5132,4.2570529e-01,5.7949000e+00,0.0000000e+00,Xi_b-,0.0000000e+00
155,8,0,0,-319,0.0000000e+00,2.0450000e+00,2.0000000e-01,anti-K_4*0,1.9800000e-01
156,2,3,0,100213,0.0000000e+00,1.4650000e+00,5.0000000e-01,rho(2S)+,4.0000000e-01
157,0,0,441,441,0.0000000e+00,2.9836000e+00,1.5000000e-01,eta_c,3.2200000e-02
158,0,0,10421,10421,0.0000000e+00,2.3180000e+00,2.9900000e-01,D_0*0,2.6700000e-01
159,2,1,5203,5203,0.0000000e+00,0.0000000e+00,0.0000000e+00,bu_1,0.0000000e+00
160,2,-1,-3203,-3203,0.0000000e+00,0.0000000e+00,0.0000000e+00,anti-su_1,0.0000000e+00
161,4,0,315,315,0.0000000e+00,1.4324000e+00,7.0000000e-01,K_2*0,1.0900000e-01
162,1,0,-4332,-4332,2.0685680e-02,2.6952000e+00,0.0000000e+00,anti-Omega_c0,0.0000000e+00
163,2,-3,-20433,-20433,0.0000000e+00,2.4595000e+00,1.0000000e-02,D_s1-,1.0000033e-03
164,0,-3,0,-1000010020,0.0000000e+00,1.8756130e+00,0.0000000e+00,anti-deuteron,0.0000000e+00
165,2,1,4103,4103,0.0000000e+00,0.0000000e+00,0.0000000e+00,cd_1,0.0000000e+00
166,2,3,10543,10543,0.0000000e+00,7.3000000e+00,6.0000000e-02,B_c1+,0.0000000e+00
167,4,3,435,435,0.0000000e+00,2.5719000e+00,6.0000000e-02,D_s2*+,1.7000000e-02
168,1,-3,5332,5332,4.6467831e-01,6.0488000e+00,0.0000000e+00,Omega_b-,0.0000000e+00
169,0,-3,-10541,-10541,0.0000000e+00,7.2500000e+00,6.0000000e-02,B_c0*-,0.0000000e+00
170,2,0,300553,300553,0.0000000e+00,1.0579400e+01,3.9000000e-02,Upsilon(4S),2.0500000e-02
171,3,3,5224,5224,0.0000000e+00,5.8321000e+00,0.0000000e+00,Sigma_b*+,1.1500000e-02
172,3,0,-2114,-2114,0.0000000e+00,1.2320000e+00,1.4000000e-01,anti-Delta0,1.1700000e-01
173,0,-2,3101,3101,0.0000000e+00,0.0000000e+00,0.0000000e+00,sd_0,0.0000000e+00
174,0,2,-3101,-3101,0.0000000e+00,0.0000000e+00,0.0000000e+00,anti-sd_0,0.0000000e+00
175,2,3,20433,20433,0.0000000e+00,2.4595000e+00,1.0000000e-02,D_s1+,1.0000033e-03
176,2,0,100553,100553,0.0000000e+00,1.0023260e+01,4.0000000e-04,Upsilon(2S),3.1980000e-05
177,0,0,331,331,0.0000000e+00,9.5778000e-01,2.0000000e-03,eta',1.9800000e-04
178,5,0,0,-3216,0.0000000e+00,1.7750000e+00,5.0000000e-01,anti-Sigma(1775)0,1.2000000e-01
179,2,0,10423,10423,0.0000000e+00,2.4214000e+00,2.7200000e-01,D_10,2.7400000e-02
180,3,0,5214,5214,0.0000000e+00,5.8290000e+00,0.0000000e+00,Sigma_b*0,0.0000000e+00
181,2,-3,-323,-323,0.0000000e+00,8.9166000e-01,2.3000000e-01,K*-,5.0800000e-02
182,1,0,-14,-14,0.0000000e+00,0.0000000e+00,0.0000000e+00,anti-nu_mu,0.0000000e+00
183,1,3,5222,5222,0.0000000e+00,5.8113000e+00,1.0000000e-04,Sigma_b+,9.7000000e-03
184,4,0,-315,-315,0.0000000e+00,1.4324000e+00,7.0000000e-01,anti-K_2*0,1.0900000e-01
185,2,0,20443,20443,0.0000000e+00,3.5106600e+00,1.0000000e-02,chi_c1,8.4000000e-04
186,2,3,20413,20413,0.0000000e+00,2.4450000e+00,3.0000000e-01,D'_1+,2.5027080e-01
187,1,3,-5132,-5132,4.2570529e-01,5.7949000e+00,0.0000000e+00,anti-Xi_b+,0.0000000e+00
188,2,0,-30363,-30363,0.0000000e+00,1.8000000e+00,1.0000000e+00,anti-Xss,0.0000000e+00
189,0,-3,-411,-411,3.1178416e-01,1.8696100e+00,0.0000000e+00,D-,0.0000000e+00
190,2,0,513,513,0.0000000e+00,5.3252000e+00,1.0000000e-04,B*0,6.5819970e-06
191,0,3,44,44,0.0000000e+00,1.0000000e+00,0.0000000e+00,Xu+,0.0000000e+00
192,2,0,20533,20533,0.0000000e+00,5.8590000e+00,2.0000000e-02,B'_s10,2.5027080e-01
193,1,0,-3322,-3322,8.6939813e+01,1.3148600e+00,0.0000000e+00,anti-Xi0,0.0000000e+00
194,3,0,3324,3324,0.0000000e+00,1.5318000e+00,5.0000000e-02,Xi*0,9.1000000e-03
195,0,1,-85,-85,3.8699999e-01,5.0000000e+00,0.0000000e+00,anti-b-hadron,0.0000000e+00
196,0,0,97,97,0.0000000e+00,0.0000000e+00,0.0000000e+00,CLUSjet,0.0000000e+00
197,1,-1,1,1,0.0000000e+00,9.9000000e-03,0.0000000e+00,d,0.0000000e+00
198,2,0,0,9020443,0.0000000e+00,4.4210000e+00,8.0000000e-02,psi(4415),6.2000000e-02
199,0,0,10511,10511,0.0000000e+00,5.7380000e+00,2.0000000e-01,B_0*0,1.4993444e-01
200,2,0,10333,10333,0.0000000e+00,1.4000000e+00,1.0000000e-02,h'_1,0.0000000e+00
201,1,-3,-4232,-4232,1.3250827e-01,2.4678000e+00,0.0000000e+00,anti-Xi_c-,0.0000000e+00
202,1,1,-5,-5,0.0000000e+00,5.0000000e+00,0.0000000e+00,anti-b,0.0000000e+00
203,0,4,4201,4201,0.0000000e+00,0.0000000e+00,0.0000000e+00,cu_0,0.0000000e+00
204,2,-3,-10323,-10323,0.0000000e+00,1.2720000e+00,2.0000000e-01,K_1-,9.0000000e-02
205,2,0,20223,20223,0.0000000e+00,1.2819000e+00,5.0000000e-02,f_1,2.4200000e-02
206,2,0,0,100223,0.0000000e+00,1.4250000e+00,4.0000000e-01,omega(2S),2.1500000e-01
207,3,3,3224,3224,0.0000000e+00,1.3828000e+00,3.5000000e-02,Sigma*+,3.6000000e-02
208,0,1,5201,5201,0.0000000e+00,0.0000000e+00,0.0000000e+00,bu_0,0.0000000e+00
209,2,-3,-20213,-20213,0.0000000e+00,1.2300000e+00,6.0000000e-01,a_1-,4.2000000e-01
210,0,0,10331,30221,0.0000000e+00,1.3500000e+00,3.5000000e-01,f'_0,3.5000000e-01
211,2,0,0,-30313,0.0000000e+00,1.7170000e+00,7.0000000e-01,anti-K''*0,3.2200000e-01
212,2,-3,0,-30213,0.0000000e+00,1.7200000e+00,5.0000000e-01,rho(3S)-,2.5000000e-01
213,4,3,325,325,0.0000000e+00,1.4256000e+00,7.0000000e-01,K_2*+,9.8500000e-02
214,2,-3,-10433,-10433,0.0000000e+00,2.5351000e+00,1.0000000e-02,D'_s1-,9.2000000e-04
215,2,3,10433,10433,0.0000000e+00,2.5351000e+00,1.0000000e-02,D'_s1+,9.2000000e-04
216,2,3,20323,20323,0.0000000e+00,1.4030000e+00,4.0000000e-01,K'_1+,1.7400000e-01
217,1,3,-5332,-5332,4.6467831e-01,6.0488000e+00,0.0000000e+00,anti-Omega_b+,0.0000000e+00
218,2,3,10213,10213,0.0000000e+00,1.2295000e+00,2.5000000e-01,b_1+,1.4200000e-01
219,2,-3,-213,-213,0.0000000e+00,7.7526000e-01,4.8000000e-01,rho-,1.4910000e-01
220,2,-3,-543,-543,0.0000000e+00,6.6020000e+00,0.0000000e+00,B_c*-,0.0000000e+00
221,2,0,200553,200553,0.0000000e+00,1.0355200e+01,2.6000000e-04,Upsilon(3S),2.0320000e-05
